mt20id,prfnm,prfpdfrom,prfpdto,시설명,총객석수,시(도),구(군),주소
PF260977,"시우민 Special Stage, WHEE!",2025.03.15,2025.03.15,연세대학교 백주년기념관,829,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동)
PF260956,KOHAI & FRIENDS,2025.03.21,2025.03.21,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF260950,82 NIGHT LIVE Vol.1 (with Heymen),2025.03.30,2025.03.30,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF260941,JOYURI FAN-CON: Episode 25,2025.04.26,2025.04.27,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF260938,THE KIDZ ARE ALRIGHT FESTIVAL,2025.04.26,2025.04.26,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF260921,GRUNT ZERO PARTY Season 2,2025.04.05,2025.04.05,소호라운지 [서울],0,서울,강남구,서울특별시 강남구 선릉로155길 29 (신사동)
PF260892,이브 & 로맨틱펀치 조인트 콘서트,2025.04.12,2025.04.12,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF260888,유다빈밴드 단독 콘서트: GET LUCKY!,2025.04.26,2025.04.27,예스24 라이브홀 (구. 악스코리아),1051,서울,광진구,서울특별시 광진구 구천면로 20 (광장동)
PF260884,LIVE in SETi Vol.26,2025.03.28,2025.03.28,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260882,Dream Walker vol.1: LuciDreaM with BAND SET,2025.04.06,2025.04.06,옥타바리움 라이브홀,70,서울,마포구,서울특별시 마포구 와우산로18길 16 (서교동)
PF260868,수상한스테이지 (03.21),2025.03.21,2025.03.21,수상한창고,35,서울,금천구,서울특별시 금천구 금하로24길 7(시흥동)
PF260859,옥상달빛 소극장공연: 옥캉스,2025.04.09,2025.04.20,SPACE SODA2002,70,서울,마포구,서울특별시 마포구 희우정로5길 29 (합정동)
PF260846,YUMENION Live: Oni like core,2025.03.26,2025.03.26,아틀리에홀,0,서울,마포구,서울특별시 마포구 독막로19길 46 (상수동)
PF260840,OH MY GIRL CONCERT: Milky Way,2025.04.19,2025.04.20,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF260823,"박서진 콘서트, NEW: BEGIN",2025.04.12,2025.04.13,장충체육관,4507,서울,중구,서울특별시 중구 동호로 241 (장충동2가) 
PF260815,"롤링 30주년 기념 공연, 브로콜리너마저 단독콘서트: 롤링 홀리 브로콜리",2025.04.05,2025.04.06,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF260809,안재진퀄텟: 통제불능 쇼케이스,2025.03.21,2025.03.21,로컬모티브,20,서울,영등포구,서울특별시 영등포구 당산로18길 5 (당산동1가)
PF260787,Billlie World Tour: Our FLOWERLD (Belllie've You) [서울],2025.03.29,2025.03.29,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어),720,서울,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)"
PF260776,크랙샷 앨범 발매 기념 클럽 투어: GET OVER,2025.04.05,2025.04.05,클럽 프리버드,0,서울,마포구,서울특별시 마포구 와우산로17길 19-22(서교동)
PF260775,TEN CONCERT: 1001 MOVEMENT: STUNNER [서울],2025.04.12,2025.04.13,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF260759,박강수 콘서트: 동행 [서울],2025.03.30,2025.03.30,베짱이홀,200,서울,마포구,서울특별시 마포구 독막로15길 3-12 (상수동)
PF260758,edfd: march,2025.03.21,2025.03.28,나음아트홀,120,서울,강남구,서울특별시 강남구 논현로10길 28 (개포동)
PF260756,"시나 쓰는 앨리스 단독공연, 비와 걷기",2025.04.28,2025.04.28,"오아스페이스(구, 스페이스 홍)",100,서울,마포구,서울특별시 마포구 동교로 144 (서교동)
PF260752,마리아 킴 Jazz Concert: BREEZE OF SPRING,2025.04.25,2025.04.25,푸르지오아트홀,280,서울,중구,서울특별시 중구 을지로 170 (을지로4가)
PF260743,양지은 콘서트: 흥한다!,2025.04.05,2025.04.05,이화여자대학교 삼성홀,702,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동)
PF260729,틈새시장 1주년 콘서트: PALETTE,2025.04.05,2025.04.05,한전아트센터,999,서울,서초구,서울특별시 서초구 효령로72길 60 (서초동)
PF260724,"스티 단독 콘서트, 버라이어티 유나이티드 BINGO 라이브",2025.03.28,2025.03.28,스페이스한강,50,서울,마포구,서울특별시 마포구 와우산로 128(창전동)
PF260715,"롤링 30주년 기념 공연, 김승주 단독 콘서트: Hint",2025.04.04,2025.04.04,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF260711,"윤종신 Curated 20, 정인 X 라디: 1980, 화요일",2025.04.05,2025.04.06,현대카드 언더스테이지,205,서울,용산구,서울특별시 용산구 이태원로 246 (한남동)
PF260709,"박현규 첫 단독 콘서트, 박현규의 LIVEary",2025.04.12,2025.04.13,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF260701,"지하아이돌 정기 공연, 주간 아이돌점프 vol.4",2025.03.27,2025.03.27,몽향라이브홀,100,서울,서대문구,서울특별시 서대문구 연세로5다길 10 (창천동)
PF260679,"토미오카 아이 팬 콘서트: 타다이마, 서울-",2025.04.27,2025.04.27,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF260674,"그 시절 우리의, 변진섭",2025.04.12,2025.04.12,구로아트밸리,579,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
PF260644,정준일 오케스트라 콘서트: THE LIGHT,2025.04.18,2025.04.20,LG아트센터 서울,1700,서울,강서구,서울특별시 강서구 마곡중앙로 136(마곡동)
PF260642,AAA TOUR BY HYUKOH & SUNSET ROLLERCOASTER [서울],2025.04.26,2025.04.27,장충체육관,4507,서울,중구,서울특별시 중구 동호로 241 (장충동2가) 
PF260640,From My Memoria,2025.03.28,2025.03.28,몽향라이브홀,100,서울,서대문구,서울특별시 서대문구 연세로5다길 10 (창천동)
PF260626,켄 팬콘서트 일구구RE: 재환 일대기,2025.04.06,2025.04.06,이화여자대학교 삼성홀,702,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동)
PF260610,드러머 조한샘 리사이틀: 재즈로 만나는 대중음악 Ⅱ,2025.04.12,2025.04.12,마포아트센터,1325,서울,마포구,서울특별시 마포구 대흥로20길 28 (대흥동)
PF260598,"박장현 단독 콘서트: 봄의 초대, 장",2025.04.05,2025.04.05,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF260573,"구름닮은 라이브 VOL.7, OYSTER & FRankly",2025.04.06,2025.04.06,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF260569,"롤링 30주년 기념 공연, 고고학 단독 콘서트: 파도",2025.04.03,2025.04.03,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF260558,LIVE in SETi Vol.25,2025.03.23,2025.03.23,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260554,LIVE in SETi Vol.24,2025.03.21,2025.03.21,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260553,WANUKA Live in Korea,2025.04.26,2025.04.26,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF260551,수상한스테이지 (03.28),2025.03.28,2025.03.28,수상한창고,35,서울,금천구,서울특별시 금천구 금하로24길 7(시흥동)
PF260550,THE VANE 더베인 10주년 클럽 투어: MONSTER ON THE ROAD Ep1. SEOUL,2025.03.28,2025.03.28,프리즘홀 (프리즘플러스),120,서울,마포구,서울특별시 마포구 양화로12길 6 (서교동)
PF260549,수상한스테이지 (03.07),2025.03.07,2025.03.07,수상한창고,35,서울,금천구,서울특별시 금천구 금하로24길 7(시흥동)
PF260547,LIVE in SETi Vol.23,2025.03.20,2025.03.20,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260546,엔자임 노이즈 어택,2025.03.15,2025.03.15,Baby Doll (베이비돌),0,서울,서대문구,서울특별시 서대문구 연세로7안길 26 (창천동)
PF260545,IDOL FEVER Vol.27,2025.03.22,2025.03.22,아틀리에홀,0,서울,마포구,서울특별시 마포구 독막로19길 46 (상수동)
PF260542,n.SSign 1st Concert: EVERBLUE in SEOUL,2025.04.05,2025.04.05,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF260541,미스터트롯3 전국투어 콘서트,2025.03.29,2025.03.30,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF260538,XIUMIN FAN CONCERT: X Times ( ),2025.03.22,2025.03.22,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF260519,Taru X space BRICK: Jezebel,2025.04.12,2025.04.12,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF260518,"영등포아트홀 기획공연, 어슬렁 어슬렁 콘서트 #봄: 스탠딩에그",2025.04.25,2025.04.25,영등포아트홀,526,서울,영등포구,서울특별시 영등포구 국회대로 596 (당산동3가)
PF260508,"NERD CONNECTION 단독 공연, S/S",2025.04.11,2025.04.13,이화여자대학교 삼성홀,702,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동)
PF260494,제12회 김사월 쇼: 수잔,2025.04.18,2025.04.19,백암아트홀,417,서울,강남구,서울특별시 강남구 테헤란로113길 7 (삼성동)
PF260491,LIVE in SETi Vol.22,2025.03.16,2025.03.16,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260490,LIVE in SETi Vol.22 & 23 (종일권),2025.03.16,2025.03.16,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260485,"다시, 봄날처럼",2025.04.03,2025.04.03,소월아트홀 (성동문화회관),520,서울,성동구,서울특별시 성동구 왕십리로 281
PF260480,LIVE in SETi Vol.21,2025.03.16,2025.03.16,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260477,PITTA 강형호 콘서트: UNIVERSE [서울 (앵콜) ],2025.03.29,2025.03.30,예스24 라이브홀 (구. 악스코리아),1051,서울,광진구,서울특별시 광진구 구천면로 20 (광장동)
PF260473,Atelier FES Vol.16,2025.03.30,2025.03.30,옥타바리움 라이브홀,70,서울,마포구,서울특별시 마포구 와우산로18길 16 (서교동)
PF260451,와인et멜로디,2025.03.28,2025.11.21,선농단역사문화관,0,서울,동대문구,서울특별시 동대문구 무학로44길 38 (제기동)
PF260434,"EUNHYUK LIVE TOUR, Limitless: Time-Special [서울]",2025.04.05,2025.04.06,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF260429,"핑거스타일 코리아 스페셜 콘서트: 김영소, 장재훈, 천상혁, 왕예민",2025.04.19,2025.04.19,연남스페이스,280,서울,마포구,서울특별시 마포구 성미산로22길 16(연남동)
PF260420,운동부는 될 수 없어!,2025.03.25,2025.03.25,아틀리에홀,0,서울,마포구,서울특별시 마포구 독막로19길 46 (상수동)
PF260397,뱃사공 단독 콘서트: FUCK YOU AND LET'S GO,2025.03.28,2025.03.28,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF260375,노들인디션 VOL.1 까치산 단독공연: 초면 初面,2025.03.26,2025.03.26,노들섬,1072,서울,용산구,서울특별시 용산구 양녕로 445 (이촌동)
PF260358,이미자 전통가요 헌정 공연: 맥 (脈) 을 이음,2025.04.26,2025.04.27,세종문화회관,4648,서울,종로구,서울특별시 종로구 세종대로 175 (세종로)
PF260352,"먼데이프로젝트 시즌8, 벤치위레오 단독 콘서트: Set Me Freeeee!!",2025.03.27,2025.03.27,CJ아지트 광흥창,250,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
PF260350,"지하아이돌 정기 공연, 주간 아이돌점프 vol.3",2025.03.20,2025.03.20,아로아로홀,0,서울,마포구,서울특별시 마포구 월드컵로 41-1 (합정동)
PF260342,WE THROW A BASH CONCERT,2025.04.05,2025.04.05,예스24 원더로크홀,360,서울,서대문구,서울특별시 서대문구 신촌로 129 (창천동)
PF260336,CAN'T BE BLUE 단독콘서트: Drowning,2025.03.15,2025.03.15,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF260330,"안치환 콘서트: 다시, 새봄",2025.04.26,2025.04.27,연남스페이스,280,서울,마포구,서울특별시 마포구 성미산로22길 16(연남동)
PF260315,월급날,2025.03.22,2025.03.22,피카디리플러스,0,서울,종로구,서울특별시 종로구 돈화문로5가길 1 (돈의동)
PF260298,서도밴드 클럽투어: 새 집 [서울],2025.04.13,2025.04.13,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF260296,"빈예서 팬콘서트: 봄, 예서",2025.04.13,2025.04.13,연세대학교 대강당,1641,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동)
PF260293,YESUNG CONCERT: We're the Complicated Kind,2025.04.19,2025.04.20,연세대학교 대강당,1641,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동)
PF260252,장들레 EP 발매 기념 공연: 아는사람,2025.03.21,2025.03.30,TJR-15,75,서울,마포구,서울특별시 마포구 토정로 15 (합정동)
PF260250,Music Collection: BTOB 서은광 X B1A4 산들,2025.04.06,2025.04.06,연세대학교 대강당,1641,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동)
PF260245,테종 1st EP 앨범 발매 기념 콘서트: CHARLOTTE,2025.03.30,2025.03.30,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF260222,"김윤아 단독 콘서트, April is the Cruelest Month",2025.04.11,2025.04.13,LG아트센터 서울,1700,서울,강서구,서울특별시 강서구 마곡중앙로 136(마곡동)
PF260186,"로맨틱펀치 보컬 배인혁의 단독공연, 열두달",2025.03.14,2025.03.14,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF260185,오늘도 아이돌 vol.23,2025.03.14,2025.03.14,옥타바리움 라이브홀,70,서울,마포구,서울특별시 마포구 와우산로18길 16 (서교동)
PF260165,위아페: WE ARE FESTIVAL,2025.03.30,2025.03.30,예스24 원더로크홀,360,서울,서대문구,서울특별시 서대문구 신촌로 129 (창천동)
PF260133,GEMINI SEASON The World Tour: Miles Away,2025.03.29,2025.03.29,현대카드 언더스테이지,205,서울,용산구,서울특별시 용산구 이태원로 246 (한남동)
PF260113,"롤링 30주년 기념 공연, 박소은 단독 콘서트: 매일",2025.03.30,2025.03.30,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF260111,"박강현 단독콘서트, Melody in Blue Ep.2",2025.03.29,2025.03.30,세종대학교 대양홀,2029,서울,광진구,서울특별시 광진구 능동로 209 (군자동)
PF260103,White Day in SETi,2025.03.14,2025.03.14,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260099,"TONE STUDIO LIVE, BUMP2SOUL",2025.03.22,2025.03.22,톤스튜디오 서울,39,서울,마포구,서울특별시 마포구 성미산로 64-5 (성산동)
PF260095,STRAW PICK with 정아로,2025.03.28,2025.03.28,씨스퀘어,156,서울,강남구,서울특별시 강남구 영동대로 326 (대치동)
PF260085,REN FIRST SHOWCASE IN SEOUL,2025.04.12,2025.04.12,"플렉스라운지 (구. 스테이라운지, 구. 인디팍)",150,서울,마포구,서울특별시 마포구 양화로 100-10 (서교동)
PF260078,LIVE in SETi Vol.20,2025.03.13,2025.03.13,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260077,LIVE in SETi Vol.19,2025.03.09,2025.03.09,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
PF260073,LIVE in SETi Vol.18,2025.03.08,2025.03.08,세티 라이브홀 (SETI LIVE HALL),0,서울,마포구,서울특별시 마포구 와우산로21길 31 (서교동)
